age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
-1.124069351,-0.216291914,-1.490556832,0.558226096,-0.135488362,-0.447413403,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,0.407054073,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.476896085,-1.466482402,0.769560733,1.816064034,-0.135488362,-0.388622819,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,5.901584216,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.947768272,0.096255708,0.769560733,1.816064034,-0.135488362,-0.390593453,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,1.051642061,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
1.512814897,0.721350953,-0.36049805,-0.699611843,-0.135488362,-0.459565647,-1.118696339,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.33072736,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.841546039,1.658993819,-1.490556832,-0.699611843,-0.135488362,-0.376142136,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,0.33715899,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.182324977,-1.15393478,-1.490556832,0.558226096,-0.135488362,-0.431976769,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.299662879,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-1.406592663,1.658993819,-1.490556832,-0.699611843,-0.135488362,-0.420481404,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.11715905,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.194372773,-0.216291914,0.769560733,0.558226096,-0.135488362,-0.316037795,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.008433366,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.28854721,1.658993819,-0.36049805,-0.699611843,-0.135488362,-0.425736428,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.202586374,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.100198335,1.658993819,-1.490556832,-0.699611843,-0.135488362,-0.111748725,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.435569985,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
1.701163771,-1.466482402,-0.36049805,-0.699611843,-0.135488362,-0.447413403,0.893897624,2.289389252,-0.957180101,-1.178340215,-0.350276991,-0.625839933,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.230291584,-1.466482402,0.769560733,-0.699611843,-0.135488362,-0.384024673,-1.118696339,-0.436797718,-0.957180101,-1.178340215,-0.350276991,-0.307428999,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.006023898,-1.15393478,0.769560733,-0.699611843,-0.135488362,-0.567622085,0.893897624,2.289389252,-0.957180101,-1.178340215,-0.350276991,-0.889888025,0.076243105,-0.411447786,-0.251937408,0.001622139,0
