age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
-0.559022727,-0.216291914,0.769560733,0.558226096,-0.135488362,-0.37154399,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.462751406,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-1.218243789,0.096255708,0.769560733,-0.699611843,-0.135488362,-0.209951992,0.893897624,2.289389252,-0.957180101,-1.298498902,-0.350276991,0.014864995,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.28854721,1.658993819,0.769560733,-0.699611843,-0.135488362,-0.569592719,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.33461042,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.136117147,-1.15393478,0.769560733,-0.699611843,-0.135488362,-0.44839872,-1.118696339,-0.436797718,-0.957180101,-1.298498902,-0.350276991,5.466681477,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.370673852,1.658993819,-1.490556832,-0.699611843,-0.135488362,-0.447413403,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.470517526,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.571070522,0.096255708,0.769560733,-1.957449781,-0.135488362,-0.346911063,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.952016987,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.136117147,-1.15393478,-0.36049805,-0.699611843,-0.135488362,-0.122587213,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,2.15054809,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.747371601,-1.466482402,0.769560733,-0.699611843,-0.135488362,-0.187946578,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,0.515779758,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.28854721,0.096255708,0.769560733,-0.699611843,-0.135488362,-0.256261894,-1.118696339,2.289389252,-0.957180101,-1.298498902,-0.350276991,-0.183171073,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.795338209,1.658993819,0.769560733,-0.699611843,-0.135488362,-0.352166088,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,1.261327311,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.464848289,-0.216291914,0.769560733,0.558226096,-0.135488362,-0.414241062,0.893897624,2.289389252,-0.957180101,-1.298498902,-0.350276991,0.651686864,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.653197164,1.658993819,0.769560733,-0.699611843,-0.135488362,-0.427378623,-1.118696339,2.289389252,-0.957180101,-1.298498902,-0.350276991,-0.920952506,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.701163771,-0.216291914,-0.36049805,0.558226096,-0.135488362,-0.36136238,-1.118696339,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.311312059,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.653197164,1.658993819,0.769560733,-1.957449781,-0.135488362,-0.446428086,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.536529549,0.076243105,-0.411447786,-0.251937408,0.001622139,0
1.230291584,0.096255708,0.769560733,1.816064034,-0.135488362,-0.333116624,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,1.24579507,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
1.606989334,0.408803331,0.769560733,1.816064034,-0.135488362,-0.370230234,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.354025721,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
-0.653197164,0.096255708,-1.490556832,-0.699611843,-0.135488362,-0.430006135,0.893897624,2.289389252,-0.957180101,-1.298498902,-0.350276991,0.34104205,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
1.606989334,-0.216291914,0.769560733,-1.957449781,-0.135488362,-0.097625847,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.175404953,0.076243105,-0.411447786,-0.251937408,0.001622139,0
0.382721648,0.096255708,0.769560733,1.816064034,-0.135488362,-0.439202428,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.847174363,-0.5693423,-0.411447786,-0.251937408,0.001622139,0
0.759419397,-0.216291914,0.769560733,0.558226096,-0.135488362,0.615743704,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.10162681,0.076243105,-0.411447786,-0.251937408,0.001622139,0
0.100198335,-0.216291914,0.769560733,-1.957449781,-0.135488362,-0.357092673,-1.118696339,-0.436797718,-0.957180101,-1.298498902,-0.350276991,0.58179178,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
-0.653197164,-0.216291914,-1.490556832,0.558226096,-0.135488362,-0.342969795,0.893897624,-0.436797718,-0.957180101,-1.298498902,-0.350276991,-0.56371097,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
0.006023898,1.658993819,0.769560733,-0.699611843,-0.135488362,-0.467776623,0.893897624,2.289389252,-0.957180101,-1.298498902,-0.350276991,-0.78892846,-0.246549597,-0.411447786,-0.251937408,0.001622139,0
